farm code,region code,sub region code,holding type code,LATITUDE_coded,LONGITUDE_code,HOLDER LEGAL STATUS CODE,profession code,educational level code,tenure code,soil salinity group code,soil type code,Permanent Employees,Temporary Employees,Holding Area_coded,resting areas_coded,buildings_coded,Wind bumpers_coded,Fruit tree crops_coded,Protected vegetable crops_coded,vegetable crops_coded,Fruit waste %,Plastic houses waste %,Exposed Vegetable  waste %
10159,B,18,A,23.85672167,55.48482667,E,B,A,D,B,B,1,0,39.19266,20.08656,0.82485,0,12.43125,0,1.17,0.221926237,0,0.089943367
10160,C,42,B,23.66176833,52.87822,E,B,A,D,B,B,1,0,46.8,28.9575,0.2925,4.68,12.87,0,0,0.207662543,0,0
10161,C,5,A,23.068165,53.996685,E,B,B,D,B,B,1,0,27.2025,3.3228,0.1872,2.6325,21.06,0,0,0.172362239,0,0
10162,C,5,B,23.09605167,53.95428167,E,B,D,D,B,B,1,0,25.74,5.95881,0.07371,0.73125,18.97623,0,0,0.042949779,0,0
10163,C,42,B,23.661305,52.8766,E,B,A,D,B,B,2,0,46.8,13.1625,0.8775,3.51,17.55,0,2.34,0.126277651,0,0.085129731
10164,B,18,B,23.85418,55.48959167,E,B,E,D,B,B,1,0,39.18213,24.49278,0.2691,0,9.74025,0,0,0.250191633,0,0
10165,B,31,B,24.05888167,55.22791,E,B,G,D,B,B,2,0,39.18213,0,0.2106,0.1404,29.25,0,0.55575,0.219720004,0,0.218667872
10166,C,42,B,23.658385,52.87338667,E,B,B,D,A,B,2,0,46.8,27.495,0.585,0,12.87,0,1.17,0.2886493,0,0.211033093
10167,C,42,B,23.65865,52.87561833,E,B,E,D,B,B,1,0,46.8,21.645,0.2925,0.2925,24.57,0,0,0.147957383,0,0
10168,B,18,B,23.85291833,55.48772167,E,B,B,D,B,B,1,0,39.18213,29.06514,0.37674,0,7.40025,0,0,0.294652885,0,0
10169,C,42,A,23.66028333,52.879355,E,B,A,D,B,B,3,0,46.8,7.8975,0.8775,4.095,26.91,0,0,0.344178911,0,0
10170,B,31,A,24.079745,55.20291333,E,B,D,D,B,B,2,0,39.18213,0,0.51363,0,19.656,0,0,0.271993155,0,0
10171,B,31,A,24.07793833,55.203035,E,B,D,D,B,B,2,0,39.18213,0,0.56043,0.07137,18.72,0,0,0.297203696,0,0
10172,B,31,B,24.077345,55.20505,E,B,B,D,B,B,1,0,39.18213,0,0.15561,0,0,0,0,0,0,0
10173,B,31,B,24.06161333,55.25536333,E,B,C,D,B,B,2,0,39.18213,0,0.16146,0,23.4,0,0,0.062456829,0,0
10174,B,31,A,24.07784333,55.20675333,E,B,C,D,B,B,2,0,39.18213,0,2.53539,1.73277,18.72,0,0,0.265965133,0,0
10175,B,18,B,23.85030667,55.49024,E,B,A,D,B,B,1,0,39.18096,24.66126,0.1872,0,9.6525,0,0,0.225404098,0,0
10176,B,18,A,23.85074667,55.48908,E,B,A,D,B,B,4,0,39.18564,11.51046,1.17468,0,17.1405,0,1.17,0.255349897,0,0.347510291
10177,B,18,A,23.85894333,55.48603,E,B,A,D,B,B,3,0,39.17043,17.08668,0.73125,0,16.6725,0,0,0.04493184,0,0
10178,B,18,B,23.849925,55.49059833,E,B,C,D,B,B,3,0,39.18213,5.13864,1.28349,0,14.04,0,2.34,0.297536082,0,0.30501039
10179,B,18,B,23.8449,55.49247667,E,B,A,D,B,B,2,0,39.18915,18.48834,0.22581,0,14.625,0,0,0.175453767,0,0
10180,B,18,A,23.84341667,55.49315167,E,B,A,D,B,B,2,0,39.42783,22.33413,0.7137,0,11.7,0,0,0.120813893,0,0
10181,B,18,B,23.84374167,55.49455833,E,A,A,D,B,B,1,0,29.10843,19.54368,0.20475,0,9.36,0,0,0.122690464,0,0
10182,B,18,A,23.841185,55.49561167,E,B,E,D,B,B,2,0,24.58755,8.4708,1.9305,0,8.92125,0,0.585,0.289702104,0,0.225555091
10183,B,18,B,23.84134167,55.494335,E,B,A,D,B,B,2,0,32.62896,8.28126,0.3627,0,13.455,0,0,0.132098304,0,0
10184,B,36,A,24.16482333,55.32401167,E,B,A,D,B,B,4,0,37.29609,0,0.40014,0.11232,17.55,0,0,0.259619738,0,0
10185,B,36,A,24.16577,55.32677333,E,B,D,D,B,B,2,0,32.93784,0,0.34632,0,17.55,0,0,0.281983728,0,0
10186,B,36,B,24.17223999,55.31851685,E,B,D,D,B,B,1,0,32.77755,0,0.11232,0.07488,8.775,0,0,0.205925081,0,0
10187,B,36,B,24.16611833,55.33046167,E,B,D,D,B,B,1,0,21.294,0,0.34632,0,19.305,0,0,0.231256178,0,0
10188,B,36,B,24.16699667,55.331225,E,B,A,D,B,B,2,0,21.06,0,0.10062,0,9.945,0,1.17,0.180148462,0,0.352522185
10189,B,31,A,24.073325,55.21120833,E,B,A,D,B,B,2,0,38.61,0,0.64467,0,9.36,0,0,0.255779899,0,0
10190,A,9,B,24.59689,54.77593,F,B,E,D,A,B,1,0,32.61726,18.10926,0.468,0.585,8.775,0,0,0.147779281,0,0
10191,B,36,B,24.16334,55.34675,E,B,A,D,A,B,2,0,39.18213,0,0.1755,0.0702,28.08,0,0,0.074949873,0,0
10192,C,1,B,22.91304667,53.30131,E,B,G,D,B,B,1,0,27.03168,0,0.18018,1.80297,12.87,0,0,0.133744247,0,0
10193,B,31,B,24.07377,55.211265,E,B,A,D,B,B,1,0,38.61,0,0.20124,0.1053,17.55,0,1.17,0.213407539,0,0.337073942
10194,B,31,A,24.07242,55.22113167,E,B,A,D,B,B,2,0,38.61,0,2.51667,0.07839,17.55,0,0,0.316846907,0,0
10195,C,1,B,22.99823333,53.41758833,E,B,A,D,B,B,1,0,27.03168,0,0.11466,2.271555,9.828,0,0,0.154707792,0,0
10196,C,1,B,22.92676167,53.33692167,E,B,A,D,B,B,1,0,27.03168,0,0.06084,0.86814,7.488,0,0,0.073659515,0,0
10197,B,36,B,24.16536333,55.34045333,E,B,D,D,A,B,2,0,39.18213,0,0.117,0,7.02,0,1.17,0.343693034,0,0.324156603
10198,C,45,B,23.09969667,53.84566667,E,B,B,D,B,B,1,0,27.378,1.37007,0.00468,1.49175,21.0015,0,0,0.124509784,0,0
10199,B,24,B,23.43043833,55.39191667,E,A,A,D,B,B,1,0,39.18213,5.10705,0.14508,0,8.19,0,0,0.01166765,0,0
10200,B,40,B,24.06655833,55.294005,E,B,A,D,B,B,2,0,39.18213,0,0.29016,0.0234,14.625,0,0,0.09283217,0,0
10201,C,1,B,22.91369,53.300415,E,B,A,D,B,B,1,0,27.03168,0,1.2168,0.63414,19.0944,0,0,0.193921091,0,0
10202,C,1,B,22.92634167,53.33533333,E,B,A,D,B,B,1,0,27.03168,0,0.056394,1.90827,15.7248,0,0,0.266454431,0,0
10203,B,39,A,24.50826,55.19887333,E,B,B,D,B,B,2,0,39.18213,5.27553,2.3166,0,17.55,0,9.36,0.315480738,0,0.078772848
10204,A,9,B,24.32846333,54.69117167,E,B,C,D,A,B,1,0,27.18846,14.54193,0.67158,3.51,8.46495,0,0,0.202935217,0,0
10205,B,18,B,23.81304833,55.46822333,E,B,B,D,B,B,1,0,39.18213,20.30535,0.15678,0,14.04,0,0,0.222411519,0,0
10206,C,1,A,22.92594667,53.33593833,E,B,C,D,B,B,1,0,27.03168,0,0.09711,1.638,5.6628,0,0,0.328341184,0,0
10207,B,31,A,24.07212,55.22296667,E,B,F,D,B,B,3,0,38.61,0,2.66292,0.09594,21.06,0,0,0.380223973,0,0
10208,A,9,A,24.574325,54.662815,F,B,D,D,A,B,2,0,32.60907,23.64102,0.45045,0.468,6.8796,0,0,0.063103271,0,0
10209,B,22,A,24.664415,55.59408,E,B,D,D,A,B,6,0,39.18213,0,2.0241,0.234,18.72,4.68,4.563,0.332853296,0.078694957,0.06676888
10210,B,40,B,24.066755,55.29531167,E,B,A,D,B,B,1,0,39.18213,0,0.19773,0.0468,11.7,0,0,0.144585657,0,0
10211,C,33,B,23.07337,53.55015167,E,B,A,D,B,B,1,0,2.28969,0,0,0,2.28969,0,0,0.154482148,0,0
10212,B,24,B,23.42855333,55.39146333,E,A,B,D,B,B,1,0,39.18213,23.49243,0,0,5.85,0,0.1872,0.076562538,0,0.351303043
10213,B,36,B,24.16987333,55.35189,E,B,A,D,B,B,1,0,39.18213,0,0.3861,0.0936,31.59,0,0,0.363489793,0,0
10214,C,1,B,22.99793833,53.41842833,E,B,C,D,B,B,2,0,27.03168,0,0.14508,1.06938,15.287922,0,0,0.103824202,0,0
10215,B,31,A,24.07238333,55.22522,E,B,B,D,B,B,3,0,38.61,0,0.21879,0.04212,19.305,0,2.34,0.270882721,0,0.378488983
10216,C,1,B,22.91501833,53.299265,F,B,A,D,B,B,1,0,27.03168,0,0.36504,2.83959,11.4075,0,0,0.127092565,0,0
10217,B,31,B,24.08697333,55.28241333,E,B,D,D,A,B,1,0,39.18213,22.5342,0.26793,0,16.38,0,0,0.349325671,0,0
10218,A,9,B,24.66678167,54.72261,E,B,A,D,A,B,1,0,32.60907,20.99097,0.33345,4.095,6.01965,0,1.17,0.242459491,0,0.092845037
10219,B,40,B,24.06609833,55.29534667,E,B,D,D,B,B,1,0,39.18213,0,0.23283,0,12.1095,0,0,0.335632768,0,0
10220,A,9,B,24.32734167,54.69218833,E,A,B,D,A,B,2,0,27.18846,9.39042,0.57564,3.30525,8.06715,0,3.51,0.156183906,0,0.101362461
10221,A,9,A,24.6672,54.72297,E,B,E,D,A,B,2,0,32.60907,16.38,0.3861,2.0475,7.16625,0,2.925,0.199216625,0,0.234375347
10222,C,33,B,23.07291333,53.54900333,E,B,B,D,A,B,1,0,2.83842,0,0,0,2.83842,0,0,0.177665443,0,0
10223,A,9,A,24.574245,54.66111333,E,B,A,D,A,B,4,0,32.60907,27.89982,0.4563,0.2925,3.72645,0,0,0.225180357,0,0
10224,B,3,B,23.88347833,55.33923167,E,B,A,D,B,B,2,0,39.18213,17.89164,0.23049,0,16.38,0,0,0.015389245,0,0
10225,B,39,A,24.50648667,55.195335,E,A,C,D,B,B,1,0,39.18213,24.91983,0.2223,0,14.04,0,0,0.235018901,0,0
10226,B,40,B,24.067215,55.2992,E,B,A,D,B,B,1,0,39.18213,0,0.10413,0.0117,14.625,0,0,0.170388929,0,0
10227,B,24,B,23.42675833,55.39104833,E,A,B,D,B,B,1,0,39.18213,28.48248,0.16965,0,5.85,0,0,0.176580986,0,0
10228,B,3,B,23.88652833,55.33843333,F,B,D,D,B,B,1,0,39.18213,30.79206,0.20007,0,8.19,0,0,0.363842056,0,0
10229,B,22,A,24.664175,55.59225833,E,B,G,D,A,B,3,0,39.18213,17.20953,0.9126,0,14.04,0,0,0.181711523,0,0
10230,C,1,B,22.99895333,53.41931833,E,B,A,D,B,B,1,0,27.03168,0,0.16848,2.54007,9.594,0,0,0.194993458,0,0
10231,C,1,B,22.91641167,53.29854667,F,B,C,D,B,B,1,0,27.03168,0,0.27144,1.70235,11.3256,0,0,0.232171514,0,0
10232,C,1,B,22.92624667,53.334095,E,B,C,D,B,B,1,0,27.03168,0,0.102024,1.87434,9.594,0,0,0.142735315,0,0
10233,B,31,A,24.085325,55.28521667,E,B,D,D,A,B,3,0,39.18213,16.00911,2.49327,0.08775,14.742,0,1.17,0.366787972,0,0.096454416
10234,B,3,B,23.88847167,55.33790333,E,B,C,D,B,B,2,0,39.18213,19.1529,1.30923,0,17.55,0,0,0.327166643,0,0
10235,B,18,B,23.61279803,55.53136866,E,B,D,D,B,B,1,0,39.18213,22.64535,0.15678,0,11.7,0,0,0.313811183,0,0
10236,A,9,A,24.573845,54.66033833,E,B,C,D,A,B,1,0,32.60907,25.76457,0.4212,0.117,6.3063,0,0,0.324120454,0,0
10237,B,3,B,23.88930167,55.3378,E,B,C,D,B,B,1,0,39.18213,3.72879,0.35334,0,21.06,0,0,0.167741147,0,0
10238,A,9,A,24.66781,54.72160167,E,B,I,D,A,B,2,0,32.60907,0,0.5148,2.925,2.8665,0,2.925,0.053848842,0,0.196950196
10239,C,1,B,22.92470167,53.33543833,E,B,B,D,B,B,1,0,27.03168,0,0.102024,1.84041,8.0028,0,0,0.247926636,0,0
10240,B,22,B,24.663505,55.590515,E,B,G,D,A,B,1,0,39.35295,25.09065,0.2223,0,0,0,0,0,0,0
10241,B,40,B,24.06693333,55.29919833,E,B,G,D,B,B,2,0,39.18213,0,0.19773,0.0351,8.775,0,1.287,0.268975748,0,0.259648534
10242,B,3,B,23.89477,55.33444167,E,B,C,D,B,B,2,0,39.18213,15.81723,1.1349,0,11.7,0,0,0.150699468,0,0
10243,A,9,A,24.576605,54.82615833,E,B,A,D,A,B,1,0,32.61726,14.625,0.468,3.2175,11.7,0,1.755,0.370964081,0,0.089837217
10244,C,42,B,23.687605,52.86368333,F,B,E,D,B,B,1,0,46.8,32.68629,0.12285,1.65321,11.75265,0,0,0.234295985,0,0
10245,C,1,B,23.00048667,53.419215,E,B,B,D,B,B,1,0,27.03168,0,0.09945,1.33614,9.7695,0,0,0.024810049,0,0
10246,A,9,A,24.32627833,54.69338167,E,B,C,D,A,B,2,0,27.18846,14.52087,0.67158,2.89926,7.86825,0,1.2285,0.238779802,0,0.304635595
10247,A,9,A,24.66810833,54.72182167,F,B,D,D,A,B,1,0,32.60907,9.945,0.4329,4.095,10.60605,0,0,0.299002296,0,0
10248,B,39,B,24.51201,55.19698833,E,A,A,D,B,B,0,0,39.18213,36.64323,0.1989,0,2.34,0,0,0.278254974,0,0
10249,B,24,A,23.428185,55.39345667,E,A,A,D,B,B,1,0,39.18213,28.37835,0.14508,0,3.51,0,0.0351,0.212278727,0,0.302521899
10250,B,3,B,23.892805,55.33482833,E,B,B,D,B,B,2,0,39.18213,16.04655,0.32058,0,16.38,0,0,0.139925585,0,0
10251,A,9,A,24.57551,54.65996,E,B,B,D,A,B,4,0,32.60907,18.41112,0.42705,0.585,13.1859,0,0,0.100108012,0,0
10252,C,1,B,22.91639333,53.29792,E,B,A,D,B,B,1,0,27.03168,0,0.8775,2.47221,10.9395,0,0,0.218010563,0,0
10253,B,22,B,24.66366333,55.588395,E,B,G,D,A,B,1,0,39.18213,23.74983,0.2223,0,10.53,0,0,0.159819874,0,0
10254,C,1,B,22.92465667,53.33323,E,B,A,D,B,B,2,0,27.03168,0,0.11232,4.10904,13.806,0,0,0.25063769,0,0
10255,B,3,B,23.89182833,55.33507333,E,B,A,D,B,B,2,0,39.18213,22.464,0.33813,0,11.7,0,0,0.240051457,0,0
10256,A,9,B,24.57653167,54.826415,E,B,A,D,A,B,1,0,32.61726,24.41556,0.4797,1.17,4.68,0,1.872,0.056224973,0,0.273657284
10257,B,46,B,24.40170833,55.74829833,E,B,A,D,A,B,4,0,67.392,21.64266,0.24102,0.01872,19.1646,0,21.645,0.394012368,0,0.198662879
10258,B,31,B,24.08619833,55.28550667,E,B,D,D,A,B,3,0,39.18213,7.09137,0.41301,0.08775,21.06,0,0,0.201188145,0,0
10259,C,1,B,23.00185833,53.42052167,E,B,A,D,B,B,1,0,27.03168,0,0,1.938105,9.4185,0,0,0.364769708,0,0
10260,A,9,A,24.57505167,54.65987667,E,B,E,D,A,B,1,0,32.60907,27.59562,0.351,0.936,3.72645,0,0,0.23505172,0,0
10261,B,18,B,23.81097167,55.46137167,E,B,A,D,B,B,1,0,39.18213,21.42738,0.20475,0,8.19,0,0,0.197997025,0,0
10262,C,38,B,23.27608667,53.763505,E,B,G,D,A,B,18,0,46.8,0,0.6084,0.234,21.5748,23.2128,1.17,0.199042704,0.10153082,0.228134084
10263,C,33,B,23.07222333,53.54787833,E,B,G,D,B,B,1,0,5.1363,1.63683,0,0,3.49947,0,0,0.32806654,0,0
10264,B,48,B,24.522915,55.57586167,E,B,C,D,A,B,1,0,39.16809,29.0628,0.30654,0,5.11875,0,2.34,0.325757914,0,0.205063865
10265,B,22,B,24.66539333,55.58576333,E,B,G,D,A,B,2,0,39.16926,2.09196,0.8073,0.585,7.02,0,0,0.358063156,0,0
10266,A,9,A,24.665565,54.72573,E,B,A,D,A,B,3,0,32.60907,15.9705,0.6201,1.755,11.466,0,0,0.26958681,0,0
10267,C,5,B,23.11127333,53.942355,E,B,B,D,B,B,1,0,9.74961,0,0,0.97461,8.775,0,0,0.264719402,0,0
10268,B,40,B,24.065045,55.30022333,E,B,A,D,B,B,1,0,39.18213,0,0.05733,0,5.85,0,0,0.355153311,0,0
10269,C,1,B,22.92472167,53.33322167,E,B,A,D,B,B,1,0,27.03168,0,0.07722,1.77021,16.38,0,0,0.201946336,0,0
10270,A,9,B,24.57794167,54.826835,E,B,G,D,A,B,3,0,32.61726,18.72,0.5265,0,12.87,0,0,0.263024036,0,0
10271,A,9,A,24.66511333,54.72561667,E,B,A,D,A,B,2,0,32.60907,14.69637,0.3042,3.8025,11.466,0,0,0.198214089,0,0
10272,B,24,A,23.42644,55.39301667,E,A,A,D,B,B,2,0,39.18213,24.67998,0.16965,0,8.19,0,0,0.079360703,0,0
10273,C,5,B,23.04326833,54.05006167,E,A,C,D,B,B,1,0,2.77875,1.60875,0,0,1.17,0,0,0.274709789,0,0
10274,C,33,B,23.072915,53.54762333,E,B,G,D,B,B,1,0,15.56919,5.94009,0,0,9.6291,0,0,0.236547272,0,0
10275,B,22,B,24.66528333,55.58794,E,B,G,D,A,B,3,0,39.16926,8.04726,0.117,0.585,9.36,0,0,0.069333113,0,0
10276,A,9,B,24.578025,54.82613833,E,B,G,D,A,B,1,0,32.61726,20.36736,0.5499,2.925,7.02,0,1.755,0.002341031,0,0.241402816
10277,A,9,B,24.32803,54.69468667,E,B,A,D,A,B,1,0,27.18846,18.97155,0.52416,2.3985,4.29975,0,0.9945,0,0,0.219410854
10278,B,11,B,24.11361167,55.38067833,E,B,C,D,A,B,1,0,39.16809,8.46144,0.17199,10.53,11.7,0,0,0.045934344,0,0
10279,B,31,B,24.08541833,55.28713667,E,B,A,D,A,B,1,0,39.18213,27.38385,0.09828,0,11.7,0,0,0.23838799,0,0
10280,A,9,B,24.57586,54.65906333,E,B,C,D,A,B,3,0,32.60907,12.87,0.45045,1.755,11.466,0,0,0.158413632,0,0
10281,C,1,B,22.92472,53.33124,E,B,C,D,B,B,1,0,27.03168,0,0.148122,1.93635,19.188,0,0,0.192830876,0,0
10282,C,35,B,24.453125,52.29143333,E,B,A,D,A,B,1,0,12.83022,0,0.15795,0.0819,9.7812,0,0.2808,0.00606883,0,0.203431936
10283,B,40,A,24.07347833,55.37198,E,B,C,D,B,B,1,0,39.18213,0,2.04867,3.51,22.113,0,0,0.270729008,0,0
10284,C,42,B,23.68873333,52.86523833,F,B,D,D,B,B,1,0,46.8,29.35179,0.14274,0.24219,12.38328,0,0,0.108440221,0,0
10285,B,22,B,24.66587,55.58936,E,B,A,D,A,B,2,0,39.16926,19.67706,0.1872,0.585,4.68,0,0,0.102720472,0,0
10286,C,1,B,23.00119833,53.418845,E,B,A,D,B,B,1,0,27.03168,0,0.05148,1.43676,10.062,0,0,0.288631644,0,0
10287,C,1,B,22.92320167,53.33222667,E,B,A,D,B,B,1,0,27.03168,0,0.09009,1.40283,8.424,0,0,0.368614595,0,0
10288,C,5,B,23.111305,53.942775,E,B,B,D,B,B,1,0,7.44471,0,0.0351,0.10647,7.30314,0,0,0.214670035,0,0
10289,C,5,B,23.04263167,54.050435,E,A,A,D,B,B,1,0,2.71908,1.54908,0,0,1.17,0,0,0.071451989,0,0
10290,A,9,B,24.57505,54.65803833,E,B,G,D,A,B,3,0,32.60907,14.04,0.4212,0.0702,14.3325,0,0,0.282814412,0,0
10291,A,9,A,24.57936833,54.82693833,E,B,G,D,A,B,2,0,32.61726,15.795,0.5382,4.68,4.68,0,4.68,0.22134755,0,0.254810611
10292,C,1,B,22.91475333,53.29810333,E,B,C,D,B,B,2,0,27.03168,0,0.1638,1.49058,16.848,0,0,0.258873839,0,0
10293,B,46,B,24.39931,55.75635833,E,B,A,D,A,B,2,0,44.06805,26.21619,0.14742,0.03744,9.36,0,0.117,0.264491917,0,0.340070676
10294,B,40,A,24.06529167,55.30109167,E,B,A,D,B,B,2,0,39.18213,0,0.40716,0.0468,12.285,0,0,0.175643045,0,0
10295,C,33,B,23.07374667,53.548095,F,B,G,D,B,B,1,0,4.7385,0.0585,0,0,4.68,0,0,0.032971135,0,0
10296,C,35,B,24.452665,52.29109833,F,B,A,D,A,B,1,0,6.0489,0,0,0.0351,4.9491,0,0.2691,0.258060926,0,0.083564327
10297,B,11,A,24.11523333,55.38048833,E,B,C,D,A,B,2,0,39.16809,11.6766,1.47888,0.15795,21.06,0,0,0.207148884,0,0
10298,C,42,B,23.6861,52.860075,F,B,G,D,B,B,1,0,46.8,29.40093,0.25155,0.80028,10.20474,0,0.2925,0.027048855,0,0.16919337
10299,C,5,B,23.04326833,54.04940167,E,A,A,D,B,B,1,0,16.25247,9.04059,0.0585,0.71838,3.51,0,0,0.091949937,0,0
10300,C,35,B,24.45274,52.289945,F,B,G,D,A,B,1,0,8.97741,0,0.0702,0,5.4405,0,0,0.167903715,0,0
10301,B,31,B,24.08536333,55.289045,E,B,F,D,A,B,1,0,39.18213,19.29681,0.22932,0.468,16.848,0,0,0.389597009,0,0
10302,B,40,B,24.07345667,55.37323167,E,B,C,D,B,B,1,0,39.18213,0,0.31707,1.17,12.285,0,0,0.207763492,0,0
10303,A,9,A,24.66335,54.728135,E,B,B,D,A,B,3,0,32.60907,12.051,0.351,2.7495,5.1597,0,0,0.066858478,0,0
10304,C,33,B,23.02777167,53.50119833,E,B,D,D,B,B,1,0,19.89,8.19,0,0,11.7,0,0,0.172126996,0,0
10305,A,9,A,24.32874667,54.69532833,E,B,A,D,A,B,1,0,27.18846,7.57107,0.34866,3.73113,6.8796,0,2.808,0.03329621,0,0.20235169
10306,C,1,A,22.923355,53.33112167,F,B,G,D,B,B,1,0,27.03168,0,0.37908,2.83959,8.658,0,0,0.240070554,0,0
10307,B,31,B,24.07391167,55.21316,E,B,C,D,B,B,4,0,38.61,0,0.14274,0,8.19,0,0,0.159674983,0,0
10308,B,41,B,24.48889,55.64694667,E,B,A,D,A,B,2,0,39.18096,15.21,0.57096,0,23.4,0,0,0.202498178,0,0
10309,B,36,B,24.168555,55.33191667,E,B,A,D,B,B,2,0,24.62031,0,0.23634,0,8.90604,0,0,0.294148778,0,0
10310,C,33,B,23.07174333,53.547575,E,B,D,D,B,B,1,0,2.10132,0,0,0,2.10132,0,0,0.264218308,0,0
10311,C,5,B,23.11147167,53.94316667,E,B,B,D,B,B,1,0,6.20568,0,0.01638,0.1053,6.084,0,0,0.256534541,0,0
10312,C,42,B,23.68650333,52.85975667,F,B,E,D,B,B,2,0,46.8,5.25096,0.3744,0.40014,37.2645,0,0,0.105369263,0,0
10313,B,40,B,24.073675,55.37494,E,B,A,D,B,B,1,0,39.18213,0,0.25272,0.0936,19.89,0,0,0.002474969,0,0
10314,B,24,A,23.42930833,55.38754833,E,A,C,D,B,B,2,0,39.18213,3.39066,2.52837,0.4329,23.4,0,0.0702,0.303859112,0,0.288012924
10315,C,1,B,22.99773333,53.42111667,E,B,A,D,B,B,1,0,27.03168,0,0.14274,1.80414,16.06761,0,0,0.160810949,0,0
10316,B,16,B,23.89938667,55.42299833,E,B,B,D,B,B,1,0,39.18213,30.83535,0.27378,0,8.073,0,0,0.004903793,0,0
10317,C,1,B,22.91296833,53.29922667,E,B,A,D,B,B,3,0,27.03168,0,0.82485,4.31145,12.051,0,0,0.18925946,0,0
10318,C,33,B,23.07324167,53.54641,F,B,A,D,B,B,0,0,1.02843,0,0,0,0,0,0,0,0,0
10319,B,11,B,24.11526,55.37852,E,B,C,D,B,B,3,0,39.16809,13.55562,0.86463,0.06318,18.72,0,0,0.171193451,0,0
10320,A,9,B,24.66252667,54.72831,E,B,G,D,A,B,2,0,32.60907,17.08317,0.3744,3.6855,11.466,0,0,0.153429012,0,0
10321,C,33,B,23.02335833,53.50194333,E,B,A,D,B,B,1,0,27.495,5.85,0.585,2.34,18.72,0,0,0.180859568,0,0
10322,C,38,A,23.27269,53.76488833,E,B,G,D,A,B,12,0,46.8,-4.68,1.04832,0.2808,27.82728,16.4736,0,0.09115927,0.237248331,0
10323,B,16,B,23.8994,55.421,E,B,B,D,B,B,1,0,39.18213,32.49558,0.25155,0,6.435,0,0,0.247829888,0,0
10324,B,46,B,24.400675,55.75651167,E,B,A,D,A,B,3,0,40.89618,18.44154,0.1872,0.03744,8.19,0,0,0.209770793,0,0
10325,C,38,B,23.28154333,53.75349167,E,B,G,D,A,B,1,0,46.8,28.314,0.351,0,18.135,0,0,0.23128033,0,0
10326,C,1,B,22.99714333,53.421575,E,B,A,D,B,B,1,0,27.03168,0,0.1287,2.74014,10.1205,0,0,0.240678138,0,0
10327,B,16,B,23.90349833,55.42973167,E,B,C,D,B,B,1,0,39.18213,21.86613,0.351,0,12.285,0,0,0.362293319,0,0
10328,C,5,B,23.11177167,53.94419167,E,B,B,D,B,B,1,0,23.4,0,0.02925,0.2457,20.78505,0,2.34,0.276794985,0,0.214018207
10329,B,40,A,24.07467833,55.3775,E,B,A,D,B,B,2,0,39.18213,0,0.39312,0.01404,14.625,0,0,0.164095515,0,0
10330,B,18,B,23.80732833,55.45436333,E,B,C,D,B,B,2,0,39.18213,19.11663,0.1755,0,19.89,0,0,0.106933701,0,0
10331,B,16,B,23.903575,55.43175667,E,B,C,D,B,B,1,0,39.18213,22.43943,0.3627,0,11.7,0,0,0.415480652,0,0
10332,B,11,A,24.11681333,55.37834833,F,B,A,D,A,B,7,0,39.16809,13.31811,0.91845,0.20007,11.7,3.5568,3.51,0.397995275,0.198996384,0.427638952
10333,B,36,B,24.16795833,55.32949167,E,B,A,D,B,B,1,0,29.3436,0,0.10062,0,11.81232,0,0,0.222974063,0,0
10334,B,16,B,23.902475,55.43046333,E,B,D,D,B,B,1,0,39.18213,23.84928,0.41535,0,10.2375,0,0,0.162360281,0,0
10335,B,31,B,24.08350333,55.28866167,E,B,G,D,A,B,2,0,39.18213,3.1824,0.19773,0,35.802,0,0,0.066642771,0,0
10336,C,34,A,22.96646333,54.19824833,E,B,C,D,B,B,2,0,49.25349,16.05474,1.17,2.19375,23.4,0,0,0.128129927,0,0
10337,C,5,A,23.03649167,54.04669167,F,B,B,D,B,B,1,0,11.817,8.05077,0.0702,0.18603,3.51,0,0,0.193854924,0,0
10338,C,1,B,22.99837167,53.421245,E,B,D,D,B,B,1,0,27.03168,0,0.27027,2.00538,11.4075,0,0,0.214422233,0,0
10339,B,46,B,24.40321833,55.74792667,E,B,B,D,A,B,3,0,38.05074,4.91634,0.14976,0.05616,10.69848,0,14.04,0.190815976,0,0.216464995
10340,C,33,B,23.02382167,53.50148,E,B,A,D,B,B,1,0,21.645,9.945,0.8775,0.2925,10.53,0,0,0.344271898,0,0
10341,B,40,B,24.07480167,55.379395,E,B,F,D,B,B,2,0,39.18213,0,0.39312,0.04212,16.614,0,1.17,0.248045527,0,0.072223549
10342,C,38,A,23.22397167,53.75840167,E,B,C,D,A,B,5,0,46.8,0.0585,1.6965,1.17,35.1,0,0,0.174228998,0,0
10343,C,34,B,22.96690167,54.19912667,E,B,C,D,B,B,1,0,49.47579,34.17219,0.585,1.8486,12.87,0,0,0.108312642,0,0
10344,C,42,B,23.68989333,52.86110333,F,B,G,D,B,B,2,0,46.8,22.40316,0.17784,0,17.199,0,0,0.301115665,0,0
10345,C,33,B,23.02673167,53.499255,E,B,A,D,B,B,0,1,17.55,4.3875,0.2925,1.17,11.7,0,0,0.319296696,0,0
10346,C,34,B,22.96455,54.19956333,F,B,B,D,B,B,2,0,14.8005,4.55715,0.234,0.32175,9.6876,0,0,0.08493665,0,0
10347,C,33,B,23.02773833,53.49884667,E,B,A,D,B,B,1,0,14.04,2.34,0.585,0.585,10.53,0,0,0.181792244,0,0
